placeUrl,title,rating,reviewCount,pricing,category,attributes,address,plusCode,website,phoneNumber,wednesday,thursday,friday,saturday,sunday,monday,tuesday,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,info,isBlackOwned
https://www.google.com/maps/place/El+Amigo+Taqueria+Food+Truck/data=!4m7!3m6!1s0x886b57263c0594bf:0xb320a047b366dea9!8m2!3d39.7882877!4d-86.2153062!16s%2Fg%2F11p4z_xfc6!19sChIJv5QFPCZXa4gRqd5ms0egILM,El Amigo Taqueria Food Truck,4.3,14,,Mexican torta restaurant,· Dine-in · Curbside pickup · Delivery,"3356 W 16th St, Indianapolis, IN 46222","QQQM+8V Indianapolis, Indiana",,(317) 452-0422,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,12 PM–12 AM,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cs6jN1dy6mJtv-efGOl8pw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.22388&pitch=0&thumbfov=100,false,39.7883125,-86.2153125,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:44:43.229Z,,
https://www.google.com/maps/place/ClusterTruck/data=!4m7!3m6!1s0x886b50c1c2f1b527:0x3422fdd599524a08!8m2!3d39.7775861!4d-86.1556021!16s%2Fg%2F11clyf073f!19sChIJJ7XxwsFQa4gRCEpSmdX9IjQ,ClusterTruck,4.8,1147,,Delivery Restaurant,· Takeout · Delivery · Dine-in,"729 N Pennsylvania St, Indianapolis, IN 46204","QRHV+2Q Indianapolis, Indiana",https://downtown-indy.clustertruck.com/menu?utm_source=google%20my%20business&utm_medium=search%20listing,(317) 732-1084,8 AM–10 PM,8 AM–10 PM,8 AM–11 PM,10 AM–11 PM,10 AM–9 PM,8 AM–10 PM,8 AM–10 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipMjetIKr7iEsi0ZUTppOmMvUwSiz56i71foF6Tk=w408-h407-k-no,true,39.7775625,-86.1555625,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:44:47.768Z,,
https://www.google.com/maps/place/The+Night+Owl+Food+Truck/data=!4m7!3m6!1s0x886b51210246a345:0xf594e1bb5267c232!8m2!3d39.7616862!4d-86.1579303!16s%2Fg%2F11stb8y8sh!19sChIJRaNGAiFRa4gRMsJnUrvhlPU,The Night Owl Food Truck,5.0,9,,Restaurant,· Dine-in · Curbside pickup,"South and, S Meridian St, Indianapolis, IN 46225","QR6R+MR Indianapolis, Indiana",http://mercersnightowl.com/,(267) 207-9828,Closed,8:30 PM–2:30 AM,8:30 PM–3:30 AM,8:30 PM–3:30 AM,6 PM–1 AM,Closed,Closed,Closed today,https://lh5.googleusercontent.com/p/AF1QipPQ1tqOhO4iB6lJXFNHYI9YpS5TUsjJBekxtkz5=w408-h306-k-no,true,39.76168749999998,-86.1579375,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:44:51.573Z,,
https://www.google.com/maps/place/Kone+Heads+FoodTruck/data=!4m7!3m6!1s0x886b55b3b427e181:0x5316ab2715015b0c!8m2!3d39.88564!4d-86.211436!16s%2Fg%2F11lt46f1p5!19sChIJgeEntLNVa4gRDFsBFSerFlM,Kone Heads FoodTruck,5.0,2,,Delivery Restaurant,· Drive-through,"7260 Michigan Rd, Indianapolis, IN 46268","VQPQ+7C Indianapolis, Indiana",,(317) 506-9653,12–8 PM,12–8 PM,12–9 PM,12–9 PM,Closed,Closed,12–8 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipOKKSpD0tbI33K8tjbI0ZErzbsqQHXn1fp13CWw=w408-h408-k-no,true,39.8856875,-86.2114375,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:44:55.653Z,,
https://www.google.com/maps/place/ROSE%E2%80%99S+foodtruck+Honduras/data=!4m7!3m6!1s0x886b57dc384b241d:0x59ca2062526729a9!8m2!3d39.7604686!4d-86.2247504!16s%2Fg%2F11k9fjhkqc!19sChIJHSRLONxXa4gRqSlnUmIgylk,ROSE’S foodtruck Honduras,,,,Restaurant,· Dine-in · Curbside pickup · Delivery,"3759 W Washington St, Indianapolis, IN 46241","QQ6G+53 Indianapolis, Indiana",,(317) 533-4551,6 AM–3 PM,6 AM–3 PM,6 AM–3 PM,6 AM–3 PM,Closed,6 AM–3 PM,6 AM–3 PM,Closed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I01puyS4AO4xj4PVEp0mGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.78783&pitch=0&thumbfov=100,true,39.76043749999998,-86.2248125,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:44:59.579Z,,
https://www.google.com/maps/place/3+Marias+Mex+Food+Truck/data=!4m7!3m6!1s0x886b5146acb3c4cf:0x54a7f55472fff9a0!8m2!3d39.768243!4d-86.1100464!16s%2Fg%2F11sw0_z036!19sChIJz8SzrEZRa4gRoPn_clT1p1Q,3 Marias Mex Food Truck,,,,Restaurant,· Takeout · Dine-in · Delivery,"3205 E Washington St, Indianapolis, IN 46201","QV9Q+7X Indianapolis, Indiana",,(463) 206-0260,6–10 PM,6–10 PM,Closed,6–10 PM,Closed,6–10 PM,6–10 PM,Open now,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u3-rOD3rZQUuVuq_y8JkUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=199.23535&pitch=0&thumbfov=100,true,39.768187500000025,-86.11006250000001,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:03.374Z,,
https://www.google.com/maps/place/Tha+Corn+Man/data=!4m7!3m6!1s0x886b510d68e53e0d:0xfdb231cda694f066!8m2!3d39.8024794!4d-86.1499432!16s%2Fg%2F11jh4nb07m!19sChIJDT7laA1Ra4gRZvCUps0xsv0,Tha Corn Man,3.8,9,$,Takeout Restaurant,· Curbside pickup · Delivery · Dine-in,"2442 Central Ave, Indianapolis, IN 46205","RV22+X2 Indianapolis, Indiana",https://tha-corn-man.ueniweb.com/?utm_campaign=gmb,(317) 360-2900,3–9 PM,3–9 PM,3–9 PM,3–9 PM,3–9 PM,3–9 PM,3–9 PM,Closing soon,https://lh3.googleusercontent.com/gps-proxy/AFm_dcSwAz40lr9pHiWhFrpMQcwyTssGapE5lQST78bT5SGJMy4ZRRuwARQmk5VnUGtj-g9eapswuY8GmMICrbe_SPw8nXAruHxOQ1MQ5TTjEO0YIMBWIF7JiPeF6zChUHg956koqYQjyDH1tafat8SW0mvC7BbRaTA8VTPmFGOFp1No2AN5XjeeFD0V=w426-h240-k-no,false,39.80243750000001,-86.14993750000001,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:07.667Z,LGBTQ+ friendly,true
https://www.google.com/maps/place/Fiesta+on+The+Go/data=!4m7!3m6!1s0x886b51f991eb775b:0x9a27777900be57b8!8m2!3d39.8250745!4d-86.1177613!16s%2Fg%2F11jd86kjpd!19sChIJW3frkflRa4gRuFe-AHl3J5o,Fiesta on The Go,4.0,7,$,Restaurant,· Dine-in · Takeout · Delivery,"2719 E 38th St, Indianapolis, IN 46218","RVGJ+2V Indianapolis, Indiana",,,4–10 PM,4–10 PM,4–10 PM,4–10 PM,Closed,4–10 PM,4–10 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipOES4sgaMwkvfp82rbB24_642lYkOr7djVshwH3=w408-h408-k-no,false,39.825062500000016,-86.1178125,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:12.172Z,,
https://www.google.com/maps/place/FELIX+TACOS+TRUCK/data=!4m7!3m6!1s0x886b575f1c4f1a55:0xd1c8e6e8da43a801!8m2!3d39.764207!4d-86.211581!16s%2Fg%2F11r6fn5cny!19sChIJVRpPHF9Xa4gRAahD2ujmyNE,FELIX TACOS TRUCK,4.5,29,,Taco restaurant,· Dine-in · Takeout · Delivery,"3145 W Washington St, Indianapolis, IN 46222","QQ7Q+M9 Indianapolis, Indiana",,(347) 489-5554,5 PM–12 AM,5 PM–12 AM,5 PM–2 AM,5 PM–2 AM,5 PM–12 AM,5 PM–12 AM,5 PM–12 AM,Open now,https://lh5.googleusercontent.com/p/AF1QipOQ29lXYYwxBB2ak0e3de8advfk5cRBMzBjs2Wq=w408-h544-k-no,false,39.76418749999998,-86.21156250000001,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:16.012Z,,
https://www.google.com/maps/place/Tacos+El+Iturbidense/data=!4m7!3m6!1s0x886ca9872748c713:0x187a92a57564a024!8m2!3d39.779803!4d-86.273933!16s%2Fg%2F11hj2001w6!19sChIJE8dIJ4epbIgRJKBkdaWSehg,Tacos El Iturbidense,4.7,28,,Taco restaurant,· Dine-in · Takeout · Delivery,"Circle K Parking Lot, 6402 W 10th St, Indianapolis, IN 46214","QPHG+WC Indianapolis, Indiana",,(317) 603-1982,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM,2–8 PM,Closed,Closed,Open now,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQpV9Waxk5_kJmNJxAreFFW0JJ-JVIcHfSc_rv9ruWYnm4XRRGBYr9BWFFCarZTZKebZdJdTFQvh8Fs-o9S2ejIL3nUHAkUWSIH0kCjxzpWxgSAnEcritkjfZB2YRhsQ9sC412zDDIA7-ktDld2FQKQw8tFAqQEUfJxbcukCFQbxnNgnfhc4VcX5w=w426-h240-k-no,true,39.779812500000006,-86.27393749999999,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:20.315Z,Identifies as women-owned,
https://www.google.com/maps/place/Wild+Boar+BBQ+Food+Truck/data=!4m7!3m6!1s0x8814b3b838da90b3:0xe375db3651fdb54a!8m2!3d39.7711329!4d-86.0603883!16s%2Fg%2F11f7kjgtgl!19sChIJs5DaOLizFIgRSrX9UTbbdeM,Wild Boar BBQ Food Truck,5.0,2,,Mobile caterer,,"6129 E Washington St, Indianapolis, IN 46219","QWCQ+FR Indianapolis, Indiana",http://wildboarbbq.com/,(317) 695-8241,,,,,,,,,https://lh5.googleusercontent.com/p/AF1QipOZGGnRLdyudj0eELQbuARMvUlqVV9U5NOyHYmI=w424-h240-k-no,true,39.77118750000001,-86.0604375,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:24.285Z,LGBTQ+ friendly,
https://www.google.com/maps/place/TACOPOLIS+%28LA+CAPITAL+DEL+TACO%29/data=!4m7!3m6!1s0x886b57c1908ac7b5:0xca161f855a86f109!8m2!3d39.8237417!4d-86.2422862!16s%2Fg%2F11sgkvp4x_!19sChIJtceKkMFXa4gRCfGGWoUfFso,TACOPOLIS (LA CAPITAL DEL TACO),4.4,66,,Taco restaurant,· Takeout · Delivery,"4857 W 38th St, Indianapolis, IN 46254","RQF5+F3 Indianapolis, Indiana",https://www.instagram.com/tacopolisin/?hl=en,(317) 488-8724,3–11:30 PM,3–11:30 PM,2:30 PM–12 AM,2:30 PM–12:30 AM,Closed,Closed,3–11:30 PM,Open now,https://lh5.googleusercontent.com/p/AF1QipPVMAzCzNepPbDSjcfmpCdRXqfMLWvESsKnonDb=w408-h306-k-no,true,39.82368750000002,-86.24231250000001,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:28.273Z,LGBTQ+ friendly,
https://www.google.com/maps/place/Food+truck+Mil+Amores/data=!4m7!3m6!1s0x886b458c39cd0e85:0xb29faf106da940a3!8m2!3d39.7386158!4d-86.0821965!16s%2Fg%2F11trs3_tb1!19sChIJhQ7NOYxFa4gRo0CpbRCvn7I,Food truck Mil Amores,4.0,3,,Mexican restaurant,· Dine-in · Takeout,"5034 E Raymond St, Indianapolis, IN 46203","PWQ9+C4 Indianapolis, Indiana",,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8D5IBybZPzc-Zx0FrsK1oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.082699&pitch=0&thumbfov=100,false,39.738562499999986,-86.0821875,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:32.911Z,,
https://www.google.com/maps/place/ClusterTruck+-+Castleton/data=!4m7!3m6!1s0x886b4df22ce4831b:0x71c6613cd987d4a0!8m2!3d39.9047946!4d-86.0896317!16s%2Fg%2F11q1phvzr6!19sChIJG4PkLPJNa4gRoNSH2TxhxnE,ClusterTruck - Castleton,4.9,144,,Delivery Restaurant,· Takeout · Delivery,"4737 E 82nd St, Indianapolis, IN 46250","WW36+W4 Indianapolis, Indiana",http://clustertruck.com/,,11 AM–9 PM,11 AM–9 PM,11 AM–9 PM,3–9 PM,Closed,11 AM–9 PM,11 AM–9 PM,Closing soon,https://lh5.googleusercontent.com/p/AF1QipPHuIcNhtdSHFW_m6wG1a_9fKof0OsA9ySr3CDQ=w408-h306-k-no,true,39.904812500000006,-86.0896875,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:36.971Z,,
https://www.google.com/maps/place/El+Rinconcito+Salvadore%C3%B1o+food+truck/data=!4m7!3m6!1s0x886b57382648cf99:0x69cbab4be0832071!8m2!3d39.8113723!4d-86.2229563!16s%2Fg%2F11pf5pn0jx!19sChIJmc9IJjhXa4gRcSCD4Eury2k,El Rinconcito Salvadoreño food truck,4.9,23,,Salvadoran restaurant,· Dine-in · Curbside pickup · Delivery,"3098 Lafayette Rd, Indianapolis, IN 46222","RQ6G+GR Indianapolis, Indiana",https://www.facebook.com/profile.php?id=100076273230021&mibextid=ZbWKwL,(317) 766-8910,Closed,6–11 PM,5:30 PM–12:30 AM,5:30 PM–12:30 AM,6:30–11:30 PM,6–11 PM,6–11 PM,Closed today,https://lh5.googleusercontent.com/p/AF1QipPMXX1sx6MXvlZRDhy-uxa_FL9kMTzQyLJG3R23=w408-h544-k-no,true,39.8113125,-86.2229375,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:41.030Z,Identifies as women-owned,
https://www.google.com/maps/place/Taqueria+la+Autentica+Mex+food+truck/data=!4m7!3m6!1s0x886b53cc8325e2e1:0xdff0de7d161d37c0!8m2!3d39.869673!4d-86.123283!16s%2Fg%2F11ks0glw38!19sChIJ4eIlg8xTa4gRwDcdFn3e8N8,Taqueria la Autentica Mex food truck,,,,Fast food restaurant,· Dine-in · Takeout,"2350 E 62nd St, Indianapolis, IN 46220","VV9G+VM Indianapolis, Indiana",,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CQ05wm4Z3rT-xl7c2HxkFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=328.52383&pitch=0&thumbfov=100,false,39.86968750000001,-86.1233125,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:45.063Z,,
https://www.google.com/maps/place/Birrieria+Iturbidense/data=!4m7!3m6!1s0x886ca7430220ca81:0xf8069a27cea6b195!8m2!3d39.7470463!4d-86.2701611!16s%2Fg%2F11q8tr9cf4!19sChIJgcogAkOnbIgRlbGmzieaBvg,Birrieria Iturbidense,4.7,86,$$,Restaurant,· Dine-in · Curbside pickup · No-contact delivery,"Lot Food Truck, 6302 W Washington St, Indianapolis, IN 46241","PPWH+RW Indianapolis, Indiana",,(317) 828-3558,6 PM–12 AM,6 PM–12 AM,6 PM–1 AM,6 PM–1 AM,6–11 PM,Closed,Closed,Open now,https://lh3.googleusercontent.com/gps-proxy/AFm_dcTebV1VWDgPfo993dvNsjVQoG8o4iw7lJyp3eBFJ-egdeR8Z6cl30iKkmq3tue1p7rAZmrzqk9vLg3zqK-5RL0WTDkPtbsexzJCQR6Wn_qH0L_DHlx61Cn_pWgJURFq3sJJPtvhfFVRzfRhlQehtW8S966LAwA6AHBCjing5V_JpMLXFB0kbifP=w426-h240-k-no,true,39.747062499999984,-86.27018749999999,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:49.050Z,,
https://www.google.com/maps/place/Tortas+Guicho+Food+Truck/data=!4m7!3m6!1s0x886b509c9f454eed:0xe285dd073731d216!8m2!3d39.7615107!4d-86.1490233!16s%2Fg%2F1tm0ck4d!19sChIJ7U5Fn5xQa4gRFtIxNwfdheI,Tortas Guicho Food Truck,4.5,330,$,Mexican restaurant,"Funky Mexican food truck turning out an eclectic menu of tortas, tacos & tamales. · Dine-in · Takeout · Delivery","S. East St and, Fletcher Ave, Indianapolis, IN 46204","QV62+J9 Indianapolis, Indiana",,(317) 646-2502,8 AM–2 PM,8 AM–2 PM,8 AM–2 PM,Closed,Closed,8 AM–2 PM,8 AM–2 PM,Closed,https://lh5.googleusercontent.com/p/AF1QipN94BxHfPTpngdQU65_GsvUT0uUF6BO8m4NnQ46=w408-h408-k-no,true,39.76156249999998,-86.14906250000001,"https://www.google.com/maps/search/food+truck/@39.8279126,-86.1981034,12.24z?entry=ttu",2023-10-12T00:45:53.448Z,,
